src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.10.8,192.168.10.3,49174,88,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,6,2017-07-06 17:31:10,1045.0,7008612.440191388,19138.755980861246,9569.377990430623,9569.377990430623,10,10,3696,3628,1602.0,60.0,369.6,616.2043816786766,1568.0,60.0,362.8,602.604480567478,1602,60,366.2,609.4518520769299,371431.56000000006,200,200,20,8,55.0,781.0,0.0,172.1526250621508,1043.0,852.0,1.0,115.88888888888889,261.5884997660955,1009.0,787.0,1.0,112.11111111111111,240.97092698979475,0,0,0,0,1,0,0,0,0,0,0,1.0,366.2,8192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3108.0,4.0,0.0,0.0,55500000.0,0.0,369.6,362.8,0,10,10,3696,3628
192.168.10.8,192.168.10.3,49175,88,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,6,2017-07-06 17:31:10,735.0,9074829.931972789,21768.7074829932,10884.3537414966,10884.3537414966,8,8,3322,3348,1475.0,60.0,415.25,611.8518509410591,1488.0,60.0,418.5,617.4809713667297,1488,60,416.875,614.6750030503924,377825.359375,160,160,20,6,49.0,301.0,1.0,77.03851850427378,701.0,395.0,1.0,100.14285714285714,134.90571159297951,701.0,338.0,1.0,100.14285714285714,113.30796034503057,0,0,0,0,1,0,0,0,0,0,0,1.0,416.875,8192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2854.0,4.0,0.0,0.0,57080000.0,0.0,415.25,418.5,0,8,8,3322,3348
192.168.10.50,192.168.10.3,2722,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,213.0,2084507.042253521,18779.342723004695,9389.671361502347,9389.671361502347,2,2,172,272,86.0,86.0,86.0,0.0,136.0,136.0,136.0,0.0,136,86,111.0,25.0,625.0,16,16,8,2,71.0,207.0,3.0,96.16652224137046,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,111.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,136.0,0,2,2,172,272
192.168.10.50,192.168.10.3,2238,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,173.0,2566473.988439306,23121.387283236993,11560.693641618496,11560.693641618496,2,2,172,272,86.0,86.0,86.0,0.0,136.0,136.0,136.0,0.0,136,86,111.0,25.0,625.0,16,16,8,2,57.666666666666664,166.0,3.0,76.60432247740478,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,111.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,136.0,0,2,2,172,272
192.168.10.50,192.168.10.3,57601,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,182.0,1802197.802197802,21978.021978021978,10989.010989010989,10989.010989010989,2,2,148,180,74.0,74.0,74.0,0.0,90.0,90.0,90.0,0.0,90,74,82.0,8.0,64.0,16,16,8,2,60.666666666666664,175.0,3.0,80.84690607699359,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,82.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,90.0,0,2,2,148,180
192.168.10.50,192.168.10.3,27886,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,241.0,1618257.2614107884,16597.510373443984,8298.755186721992,8298.755186721992,2,2,148,242,74.0,74.0,74.0,0.0,121.0,121.0,121.0,0.0,121,74,97.5,23.5,552.25,16,16,8,2,80.33333333333333,239.0,1.0,112.19427594826554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,97.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,121.0,0,2,2,148,242
192.168.10.50,192.168.10.3,45831,88,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,373.0,2386058.981233244,10723.860589812331,5361.930294906166,5361.930294906166,2,2,448,442,224.0,224.0,224.0,0.0,221.0,221.0,221.0,0.0,224,221,222.5,1.5,2.25,16,16,8,2,124.33333333333333,366.0,3.0,170.88462644590226,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,222.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,221.0,0,2,2,448,442
192.168.10.50,192.168.10.3,3217,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,183.0,2699453.551912568,21857.92349726776,10928.96174863388,10928.96174863388,2,2,186,308,93.0,93.0,93.0,0.0,154.0,154.0,154.0,0.0,154,93,123.5,30.5,930.25,16,16,8,2,61.0,177.0,3.0,82.02438661763951,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,123.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,154.0,0,2,2,186,308
192.168.10.50,192.168.10.3,55299,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,173.0,2566473.988439306,23121.387283236993,11560.693641618496,11560.693641618496,2,2,172,272,86.0,86.0,86.0,0.0,136.0,136.0,136.0,0.0,136,86,111.0,25.0,625.0,16,16,8,2,57.666666666666664,166.0,3.0,76.60432247740478,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,111.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,136.0,0,2,2,172,272
192.168.10.50,192.168.10.3,13144,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,163.0,2723926.380368098,24539.877300613498,12269.938650306749,12269.938650306749,2,2,172,272,86.0,86.0,86.0,0.0,136.0,136.0,136.0,0.0,136,86,111.0,25.0,625.0,16,16,8,2,54.333333333333336,157.0,3.0,72.59629620181887,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,111.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,136.0,0,2,2,172,272
192.168.10.50,192.168.10.3,63219,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,166.0,1975903.6144578315,24096.385542168675,12048.192771084337,12048.192771084337,2,2,148,180,74.0,74.0,74.0,0.0,90.0,90.0,90.0,0.0,90,74,82.0,8.0,64.0,16,16,8,2,55.333333333333336,160.0,3.0,74.01050976419197,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,82.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,90.0,0,2,2,148,180
192.168.10.50,192.168.10.3,32185,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,177.0,2203389.8305084747,22598.870056497177,11299.435028248588,11299.435028248588,2,2,148,242,74.0,74.0,74.0,0.0,121.0,121.0,121.0,0.0,121,74,97.5,23.5,552.25,16,16,8,2,59.0,175.0,1.0,82.02438661763951,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,97.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,121.0,0,2,2,148,242
192.168.10.50,192.168.10.3,43347,88,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,682.0,5155425.219941349,5865.102639296188,2932.551319648094,2932.551319648094,2,2,596,2920,298.0,298.0,298.0,0.0,1460.0,1460.0,1460.0,0.0,1460,298,879.0,581.0,337561.0,16,16,8,2,227.33333333333334,631.0,3.0,286.0260283416334,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,879.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,1460.0,0,2,2,596,2920
192.168.10.50,192.168.10.3,32378,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,301.0,1641196.0132890365,13289.036544850498,6644.518272425249,6644.518272425249,2,2,186,308,93.0,93.0,93.0,0.0,154.0,154.0,154.0,0.0,154,93,123.5,30.5,930.25,16,16,8,2,100.33333333333333,184.0,3.0,74.52218163443389,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,123.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,154.0,0,2,2,186,308
192.168.10.50,192.168.10.3,31325,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,247.0,1797570.8502024293,16194.331983805669,8097.165991902834,8097.165991902834,2,2,172,272,86.0,86.0,86.0,0.0,136.0,136.0,136.0,0.0,136,86,111.0,25.0,625.0,16,16,8,2,82.33333333333333,240.0,3.0,111.48791663474368,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,111.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,136.0,0,2,2,172,272
192.168.10.50,192.168.10.3,23978,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,139.0,3194244.604316547,28776.97841726619,14388.489208633095,14388.489208633095,2,2,172,272,86.0,86.0,86.0,0.0,136.0,136.0,136.0,0.0,136,86,111.0,25.0,625.0,16,16,8,2,46.333333333333336,134.0,2.0,61.99103877891456,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,111.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,136.0,0,2,2,172,272
192.168.10.50,192.168.10.3,42791,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,173.0,1895953.7572254336,23121.387283236993,11560.693641618496,11560.693641618496,2,2,148,180,74.0,74.0,74.0,0.0,90.0,90.0,90.0,0.0,90,74,82.0,8.0,64.0,16,16,8,2,57.666666666666664,166.0,3.0,76.60432247740478,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,82.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,90.0,0,2,2,148,180
192.168.10.50,192.168.10.3,52608,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,184.0,2119565.217391304,21739.130434782608,10869.565217391304,10869.565217391304,2,2,148,242,74.0,74.0,74.0,0.0,121.0,121.0,121.0,0.0,121,74,97.5,23.5,552.25,16,16,8,2,61.333333333333336,182.0,1.0,85.32421826317673,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,97.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,121.0,0,2,2,148,242
192.168.10.50,192.168.10.3,40361,88,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,1113.0,3401617.2506738543,3593.8903863432165,1796.9451931716083,1796.9451931716083,2,2,3028,758,1514.0,1514.0,1514.0,0.0,379.0,379.0,379.0,0.0,1514,379,946.5,567.5,322056.25,16,16,8,2,371.0,1105.0,3.0,519.01701963102,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,946.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514.0,379.0,0,2,2,3028,758
192.168.10.50,192.168.10.3,61267,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,181.0,2729281.767955801,22099.447513812152,11049.723756906076,11049.723756906076,2,2,186,308,93.0,93.0,93.0,0.0,154.0,154.0,154.0,0.0,154,93,123.5,30.5,930.25,16,16,8,2,60.333333333333336,173.0,4.0,79.66736401368435,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,123.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,154.0,0,2,2,186,308
192.168.10.50,192.168.10.3,41764,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,168.0,2642857.142857143,23809.52380952381,11904.761904761905,11904.761904761905,2,2,172,272,86.0,86.0,86.0,0.0,136.0,136.0,136.0,0.0,136,86,111.0,25.0,625.0,16,16,8,2,56.0,161.0,3.0,74.2473344078201,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,111.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,136.0,0,2,2,172,272
192.168.10.50,192.168.10.3,1687,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,172.0,1906976.7441860465,23255.81395348837,11627.906976744185,11627.906976744185,2,2,148,180,74.0,74.0,74.0,0.0,90.0,90.0,90.0,0.0,90,74,82.0,8.0,64.0,16,16,8,2,57.333333333333336,165.0,3.0,76.13292469242346,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,82.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,90.0,0,2,2,148,180
192.168.10.50,192.168.10.3,45661,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,183.0,2131147.5409836066,21857.92349726776,10928.96174863388,10928.96174863388,2,2,148,242,74.0,74.0,74.0,0.0,121.0,121.0,121.0,0.0,121,74,97.5,23.5,552.25,16,16,8,2,61.0,180.0,1.0,84.14669730100324,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,97.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,121.0,0,2,2,148,242
192.168.10.50,192.168.10.3,59708,88,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,6,2017-07-06 17:31:11,1276.0,6042319.749216301,15673.98119122257,7836.990595611285,7836.990595611285,10,10,3862,3848,1659.0,66.0,386.2,636.4075423814522,1658.0,60.0,384.8,636.6155511766895,1659,60,385.5,636.5119401865137,405147.45,200,200,20,2,67.15789473684211,843.0,0.0,184.23162285211995,1189.0,920.0,0.0,132.11111111111111,279.6424083418141,1196.0,843.0,1.0,132.88888888888889,255.18770627147924,0,0,0,0,1,0,0,0,0,0,0,1.0,385.5,29200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3196.0,4.0,0.0,20100628.93081761,386.2,384.8,0,10,10,3862,3848
192.168.10.50,192.168.10.3,58702,53,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,165.0,2993939.393939394,24242.424242424244,12121.212121212122,12121.212121212122,2,2,186,308,93.0,93.0,93.0,0.0,154.0,154.0,154.0,0.0,154,93,123.5,30.5,930.25,16,16,8,2,55.0,113.0,3.0,45.10727953076606,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,123.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,154.0,0,2,2,186,308
192.168.10.8,192.168.10.3,123,123,b8:ac:6f:36:08:f5,18:66:da:9b:e3:7d,17,2017-07-06 17:31:11,109.0,3302752.2935779816,36697.247706422015,18348.623853211007,18348.623853211007,2,2,180,180,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90,90,90.0,0.0,0.0,16,16,8,2,36.333333333333336,103.0,3.0,47.14045207910317,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,2,2,180,180
192.168.10.19,159.203.8.72,123,123,00:23:ae:9b:ad:b3,00:c1:b1:14:eb:31,17,2017-07-06 17:31:13,10022361.0,107.75904001063222,1.1973226667848025,0.5986613333924012,0.5986613333924012,6,6,540,540,90.0,90.0,90.0,0.0,90.0,90.0,90.0,0.0,90,90,90.0,0.0,0.0,48,48,8,6,911123.7272727273,1977632.0,22378.0,973367.33207086,9999944.0,2000010.0,1999929.0,1999988.8,30.446017801984723,9999473.0,2000049.0000000002,1999778.0,1999894.6,123.1723995057918,0,0,0,0,1,0,0,0,0,0,0,1.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0,6,6,540,540
192.168.10.8,224.0.0.252,49715,5355,b8:ac:6f:36:08:f5,01:00:5e:00:00:fc,17,2017-07-06 17:31:13,108288.0,13408.687943262412,203.16193853427896,203.16193853427896,0.0,22,0,1452,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,66,66,66.0,0.0,0.0,176,0,8,22,5156.571428571428,108260.0,1.0,23054.62752344739,108288.0,108260.0,1.0,5156.571428571428,23054.62752344739,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,66.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,22.0,0.0,0.0,4875.886524822695,0.0,66.0,0.0,0,22,0,1452,0
192.168.10.15,192.168.10.3,65016,53,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,17,2017-07-06 17:31:14,230.0,2400000.0,17391.304347826088,8695.652173913044,8695.652173913044,2,2,226,326,113.0,113.0,113.0,0.0,163.0,163.0,163.0,0.0,163,113,138.0,25.0,625.0,16,16,8,2,76.66666666666667,178.0,4.0,73.8707580094376,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,138.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,163.0,0,2,2,226,326
192.168.10.15,192.168.10.3,65017,389,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,17,2017-07-06 17:31:14,144.0,6305555.555555555,27777.777777777777,13888.888888888889,13888.888888888889,2,2,498,410,249.0,249.0,249.0,0.0,205.0,205.0,205.0,0.0,249,205,227.0,22.0,484.0,16,16,8,2,48.0,93.0,3.0,36.742346141747674,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,227.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,205.0,0,2,2,498,410
192.168.10.15,192.168.10.3,49428,389,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,6,2017-07-06 17:31:14,22887.0,667890.0685978939,1878.7958229562632,961.2443745357626,917.5514484205007,22,21,7024,8262,1762.0,60.0,319.27272727272725,467.33637698792324,2688.0,60.0,393.42857142857144,631.1346223783208,2688,60,355.48837209302326,554.6611105343608,307648.9475392104,440,420,20,20,544.9285714285714,17298.0,2.0,2634.815105041548,22835.0,17456.0,3.0,1087.3809523809523,3694.979624612814,22832.0,17395.0,2.0,1141.6,3757.505161673101,0,0,0,0,1,0,0,0,0,0,0,0.9545454545454546,355.48837209302326,8192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2070.0,4.0,432.0,4.0,2509090.909090909,824427.4809160306,319.27272727272725,393.42857142857144,0,22,21,7024,8262
192.168.10.15,192.168.10.3,49429,389,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,6,2017-07-06 17:31:14,10323.0,786786.7867867867,2324.905550712002,1162.452775356001,1162.452775356001,12,12,6486,1636,1762.0,60.0,540.5,652.0707400274912,264.0,60.0,136.33333333333334,90.36530799421253,1762,60,338.4166666666667,507.46304599995807,257518.74305555553,240,240,20,10,448.82608695652175,5073.0,3.0,1212.6621685249543,10302.0,5142.0,3.0,936.5454545454545,1654.1933691317165,10286.0,5303.0,3.0,935.0909090909091,1708.9874968714107,0,0,0,0,1,0,0,0,0,0,0,1.0,338.4166666666667,8192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3428.0,4.0,432.0,4.0,965905.8889828121,838834.9514563107,540.5,136.33333333333334,0,12,12,6486,1636
192.168.10.15,192.168.10.3,49430,88,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,6,2017-07-06 17:31:14,602.0,3109634.5514950166,26578.073089700996,13289.036544850498,13289.036544850498,8,8,948,924,288.0,60.0,118.5,97.89152159405839,276.0,60.0,115.5,92.69708733288226,288,60,117.0,95.34149149242423,9090.0,160,160,20,6,40.13333333333333,356.0,1.0,86.81771452621611,541.0,407.0,1.0,77.28571428571429,137.4187700692556,544.0,426.0,1.0,77.71428571428571,144.12168894545258,0,0,0,0,1,0,0,0,0,0,0,1.0,117.0,8192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,4.0,24.0,4.0,9411764.705882354,489795.9183673469,118.5,115.5,0,8,8,948,924
192.168.10.15,192.168.10.3,49431,88,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,6,2017-07-06 17:31:14,922.0,5227765.726681128,19522.776572668114,10845.986984815618,8676.789587852494,10,8,1228,3592,368.0,60.0,122.8,122.62202086085516,1610.0,60.0,449.0,670.3081380976961,1610,60,267.77777777777777,484.06743739960166,234321.28395061727,200,160,20,8,54.23529411764706,640.0,0.0,148.0927886442919,849.0,652.0,0.0,94.33333333333333,198.44618638031037,880.0,696.0,1.0,125.71428571428571,234.38900162258608,0,0,0,0,1,0,0,0,0,0,0,0.8,267.77777777777777,8192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,4.0,24.0,4.0,6640000.0,338028.1690140845,122.8,449.0,0,10,8,1228,3592
192.168.10.15,192.168.10.3,49432,88,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,6,2017-07-06 17:31:14,1052.0,6986692.015209125,19011.406844106463,9505.703422053231,9505.703422053231,10,10,3712,3638,1610.0,60.0,371.2,619.4043590418136,1573.0,60.0,363.8,604.604465745995,1610,60,367.5,612.0603319935053,374617.85,200,200,20,8,55.36842105263158,687.0,1.0,150.09197549513846,998.0,761.0,1.0,110.88888888888889,231.4540724513634,1043.0,687.0,1.0,115.88888888888889,203.76426709119016,0,0,0,0,1,0,0,0,0,0,0,1.0,367.5,8192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.2,363.8,0,10,10,3712,3638
192.168.10.8,192.168.10.255,137,137,b8:ac:6f:36:08:f5,ff:ff:ff:ff:ff:ff,17,2017-07-06 17:31:14,19188074.0,934.9557438646526,10.162562433311441,10.162562433311441,0.0,195,0,17940,0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,92,92,92.0,0.0,0.0,1560,0,8,195,98907.59793814433,6832819.0,1.0,529212.5865500587,19188074.0,6832819.0,1.0,98907.59793814433,529212.5865500587,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,92.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4875.0,97.5,0.0,0.0,789.1379012412127,0.0,92.0,0.0,0,195,0,17940,0
192.168.10.15,192.168.10.3,49433,389,00:1e:4f:d4:ca:28,18:66:da:9b:e3:7d,6,2017-07-06 17:31:14,6062877.0,2823.08217699287,6.102713282819361,3.6286403303250254,2.4740729524943355,22,15,7026,10090,1738.0,60.0,319.3636363636364,483.7714097169282,2688.0,60.0,672.6666666666666,753.6098607517168,2688,60,462.5945945945946,632.0487690497214,399485.646457268,440,300,20,20,168413.25,4033157.0,2.0,691237.115440754,6062799.0,4033157.0,3.0,288704.71428571426,885651.5348591111,6062838.0,4088168.9999999995,2.0,433059.85714285716,1074893.9418971168,0,0,0,0,1,0,0,0,0,0,0,0.6818181818181818,462.5945945945946,8192,0,0.0,0.0,0.0,0.0,2744623.0,1288534.0,2016578.5,728044.5,1511.3333333333333,4.0,432.0,4.0,7850.823955575487,855445.5445544554,319.3636363636364,672.6666666666666,0,22,15,7026,10090
